path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
docs/archive/DOCUMENTATION-UPDATE-SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/DOCUMENTATION-VALIDATION-SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/ENTERPRISE-FEATURES-TECHNICAL-GUIDE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/ENTERPRISE_GRADE_REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/FINAL_REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/GETTING-STARTED-ANALYSIS.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/IMPLEMENTATION_SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/IMPROVEMENT-SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/IMPROVEMENTS_SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/INSTALLATION-GUIDE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/LINT-PROGRESSION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/MASTER-PLAN-UPDATE-SUMMARY-2025-09-22.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/MINDMAP-GENERATION-COMPLETE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/PHASE-1-DOCUMENTATION-CLEANUP-COMPLETE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/PROJECT-README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/README_OLD.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/SCRIPT-CONSOLIDATION-GUIDE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/SERVER_INSTANCES_AND_TEMPLATES.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/SKIPPED-TESTS-REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/SQUIRE_INTEGRATION_README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/STARTUP-CLEANUP-SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/STARTUP-SYSTEM-COMPLETE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/WEEK_5_MULTI_AGENT_ORCHESTRATOR_PLAN.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/adr/ADR-001-typescript-choice.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/adr/ADR-002-dependency-injection.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/assessments/PILOT-READINESS-ASSESSMENT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/audits/DOCUMENTATION-REVIEW-2025-10-23.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/bug-fixes/BUG_FIXES_2025-10-01.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/bug-fixes/BUG_FIX_BACKEND_500_ERROR.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/bug-fixes/FIELD_MAPPING_AGENT_AI_INTEGRATION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/claude-notes/2025-09-september-fixes.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/claude-notes/2025-10-ai-accuracy-phases-detailed.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/claude-notes/2025-10-october-features.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/claude-notes/2026-08-f-track-chronicle.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/development-sessions/DOCUMENTATION_UPDATE_NEEDED_2025-10-01.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/development-sessions/INTEGRATION_TESTING_SETUP.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/development-sessions/SEMANTIC_ANALYSIS_ENGINE_TEST_COMPLETION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
